occ1990,naics2,sh_change,sh_top12015,sh_top11980,top11980,top12015,sh_change_inc,over_inc,sh_change_pop,agg_inc1970,agg_inc1980,agg_inc1990,agg_inc2000,agg_inc2015,change,change_inc,change_pop,earn_res1970,earn_res1980,earn_res1990,earn_res2000,earn_res2015,inctot1970,inctot1980,inctot1990,inctot2000,inctot2015,num_top11970,num_top11980,num_top11990,num_top12000,num_top12015,pop1970,pop1980,pop1990,pop2000,pop2015,sh_top11970,sh_top11990,sh_top12000,top11970,top11990,top12000,us_change,us_change_inc,us_change_pop,us_inc1970,us_inc1980,us_inc1990,us_inc2000,us_inc2015,us_num_top11970,us_num_top11980,us_num_top11990,us_num_top12000,us_num_top12015,us_pop1970,us_pop1980,us_pop1990,us_pop2000,us_pop2015,xsh_top1,xsh_top1_90
"Dancers","71",-.0001426,0,.0000431,.0149254,0,.0000666,-.0001848,.0002514,1780000,1.96e+07,9.08e+07,2.90e+08,4.19e+08,-40,3.99e+08,12268,-.3790736,-.4954634,-.3001547,.1845676,.0962619,3560,7310.783582,12716.01414,23091.72909,28001.63527,0,40,0,31,0,500,2680,7144,12543,14948,0,0,.0000241,0,0,.0024715,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,-.0000431,0
"General office clerks","56",-.0001426,0,.0000431,.0010846,0,.0002207,-.0002349,.0004556,7.32e+07,2.44e+08,6.61e+08,1.14e+09,1.57e+09,-40,1.32e+09,22237,-.2335559,-.3055648,-.2747377,-.2657542,-.200385,3623.762376,6628.337852,13003.53085,18378.54134,26499.18673,0,40,142,127,0,20200,36880,50802,62087,59117,0,.0001277,.0000986,0,.0027952,.0020455,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,-.0000431,-.0001277
"Musician or composer","72",-.0001426,0,.0000431,.0030303,0,-2.86e-06,.000189,-.0001919,9.36e+07,1.21e+08,1.93e+08,1.90e+08,1.03e+08,-40,-1.71e+07,-9364,-.0511481,-.5754602,-.5887132,-.791173,-.8510934,6884.926471,9129.909091,16176.12344,22061.07801,26956.59541,100,40,0,33,0,13600,13200,11941,8601,3836,.0001369,0,.0000256,.0073529,0,.0038368,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,-.0000431,0
"Boilermakers","23",-.0001426,0,.0000431,.0045558,0,.0000338,.0000889,-.000055,5.45e+07,1.83e+08,1.21e+08,2.33e+08,3.86e+08,-40,2.03e+08,-2685,.3092787,.3853513,.226952,.1948528,.5945006,11362.5,20838.09795,28580.76583,39625.18254,63284.31501,0,40,15,10,0,4800,8780,4249,5889,6095,0,.0000135,7.77e-06,0,.0035302,.0016981,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,-.0000431,-.0000135
"Waiter/waitress","44-45",-.0001426,0,.0000431,.0017498,0,7.61e-07,.0003186,-.0003178,6.83e+07,1.09e+08,2.47e+08,1.05e+08,1.14e+08,-40,4555560,-15512,-.3604276,-.4353973,-.3566727,-.4360193,-.506565,2174.044586,4772.72091,8426.112537,10912.70981,15468.14916,0,40,33,0,0,31400,22860,29306,9611,7348,0,.0000297,0,0,.001126,0,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,-.0000431,-.0000297
"Supervisors of construction work","51",-.0001426,0,.0000431,.0074349,0,-2.00e-06,.000069,-.000071,,1.39e+08,1.13e+08,1.67e+08,1.27e+08,-40,-1.20e+07,-3464,,.4434417,.3823341,.3489707,.3057276,,25851.82156,37715.03062,52821.47588,66349.26514,,40,0,0,0,,5380,3005,3171,1916,,0,0,,0,0,280495,5.99e+12,4.88e+07,,1.28e+12,2.74e+12,4.59e+12,7.27e+12,,928580,1112210,1287406,1209075,,9.33e+07,1.11e+08,1.24e+08,1.42e+08,-.0000431,0
"Bookkeepers and accounting and auditing clerks","92",-.0001426,0,.0000431,.0005242,0,.0002564,.0007325,-.0004761,4.60e+08,9.25e+08,1.16e+09,2.19e+09,2.46e+09,-40,1.54e+09,-23237,.2412962,.1654269,.1693721,.1838952,.2952899,6723.464912,12118.94889,19365.94587,29209.24555,46364.69777,200,40,6,34,0,68400,76300,59944,75000,53063,.0002737,5.39e-06,.0000264,.002924,.0001001,.0004533,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,-.0000431,-5.39e-06
"File clerks","92",-.0001426,0,.0000431,.00125,0,.0001938,.0000465,.0001474,2.32e+08,2.40e+08,3.82e+08,8.89e+08,1.40e+09,-40,1.16e+09,7192,.1155052,-.1254127,-.1094257,-.0689442,.0197678,4649.298597,7514.446875,14108.54304,22655.02761,35759.66598,100,40,0,0,0,49900,32000,27044,39223,39192,.0001369,0,0,.002004,0,0,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,-.0000431,0
"Assemblers of electrical equipment","42",-.0001426,0,.0000431,.0015015,0,.0000252,.0003091,-.0002839,5.55e+07,2.42e+08,8.00e+08,6.15e+08,3.93e+08,-40,1.51e+08,-13854,-.0576361,-.0711558,-.0328297,-.1021157,-.0290861,4475.806452,9079.943694,15806.65931,21670.00578,30747.57344,0,40,0,86,0,12400,26640,50624,28380,12786,0,0,.0000668,0,0,.0030303,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,-.0000431,0
"Bookkeepers and accounting and auditing clerks","56",-.0001426,0,.0000431,.0011173,0,.000222,.0000216,.0002004,9.57e+07,2.95e+08,7.39e+08,1.35e+09,1.62e+09,-40,1.33e+09,9781,.010639,-.0889334,-.0405876,-.031832,.0778475,4371.232877,8241.567039,15510.50669,24748.65526,35649.48123,0,40,66,216,0,21900,35800,47660,54552,45581,0,.0000593,.0001678,0,.0013848,.0039595,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,-.0000431,-.0000593
"Fishers, hunters, and kindred","31-33",-.0001426,0,.0000431,.0377358,0,-3.12e-06,.0000159,-.000019,5960000,2.06e+07,7560295,1.22e+07,1889800,-40,-1.87e+07,-928,.0763888,.2624865,-.2836415,-.2111559,-.7472763,7450,19419.5283,17747.17136,24865.33605,14316.66667,0,40,0,0,0,800,1060,426,491,132,0,0,0,0,0,0,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,-.0000431,0
"Correspondence and order clerks","54",-.0001426,0,.0000431,.013986,0,.0000293,-.0000124,.0000418,,3.10e+07,3.94e+07,1.30e+08,2.07e+08,-40,1.76e+08,2038,,-.0337849,.0939904,-.0370841,.1834044,,10840.6993,17221.71734,25293.34205,42222.79298,,40,0,21,0,,2860,2289,5122,4898,,0,.0000163,,0,.0041,280495,5.99e+12,4.88e+07,,1.28e+12,2.74e+12,4.59e+12,7.27e+12,,928580,1112210,1287406,1209075,,9.33e+07,1.11e+08,1.24e+08,1.42e+08,-.0000431,0
"Telephone operators","61",-.0001426,0,.0000431,.0033784,0,-4.27e-06,.000194,-.0001983,3.25e+07,6.30e+07,7.99e+07,6.83e+07,3.74e+07,-40,-2.56e+07,-9677,-.4048362,-.5017622,-.4548433,-.6594711,-.4146998,2352.536232,5318.724662,9307.242841,11470.36788,17279.32039,0,40,0,0,0,13800,11840,8590,5953,2163,0,0,0,0,0,0,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,-.0000431,0
"Machinists","42",-.0001426,0,.0000431,.0045558,0,4.97e-06,.0001155,-.0001105,5.87e+07,1.28e+08,3.40e+08,2.94e+08,1.58e+08,-40,2.98e+07,-5394,.1812034,.075771,.1283274,.0917281,.4951065,8636.764706,14599.00911,25282.4185,34337.79376,46651.26994,0,40,24,32,0,6800,8780,13441,8553,3386,0,.0000216,.0000249,0,.0017856,.0037414,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,-.0000431,-.0000216
"File clerks","62",-.0001426,0,.0000431,.0016407,0,.0001305,-.0001214,.0002518,8.15e+07,1.56e+08,3.78e+08,9.68e+08,9.37e+08,-40,7.82e+08,12291,-.1030992,-.1394308,-.2719741,-.1990623,-.274083,3273.895582,6382.748154,10053.13054,16214.72252,25556.86123,0,40,0,47,0,24900,24380,37559,59669,36671,0,0,.0000365,0,0,.0007877,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,-.0000431,0
"Automobile mechanics","51",-.0001426,0,.0000431,.0103627,0,1.82e-06,.0000564,-.0000546,1.59e+07,6.88e+07,3.54e+07,5.04e+07,7.97e+07,-40,1.09e+07,-2666,.1659303,.2654444,.2647771,.2469257,.4481281,7950,17814.43005,30322.3539,41859.70075,66711.22278,0,40,0,0,0,2000,3860,1167,1203,1194,0,0,0,0,0,0,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,-.0000431,0
"Buyers, wholesale and retail trade","72",-.0001426,0,.0000431,.017094,0,.0000105,4.60e-06,5.94e-06,1.21e+07,3.59e+07,8.69e+07,,9.90e+07,-40,6.32e+07,290,.0450799,.1050187,.2389769,,-.196087,6716.666667,15324.48718,28657.89581,,37647.673,0,40,27,,0,1800,2340,3033,,2630,0,.0000243,,0,.0089021,,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,,7.27e+12,730600,928580,1112210,,1209075,7.32e+07,9.33e+07,1.11e+08,,1.42e+08,-.0000431,-.0000243
"Agricultural and food scientists","61",-.0001426,0,.0000431,.0102564,0,-1.58e-06,.0000521,-.0000537,2.28e+07,5.88e+07,9.49e+07,9.99e+07,4.94e+07,-40,-9471200,-2619,-.2096095,-.3411955,-.461626,-.4563498,-.5356809,9902.173913,15086.12821,24877.60482,30787.71032,38536.06557,0,40,0,0,0,2300,3900,3816,3245,1281,0,0,0,0,0,0,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,-.0000431,0
"Repairers of industrial electrical equipment ","44-45",-.0001426,0,.0000431,.0014255,0,8.55e-08,.0004023,-.0004023,2.08e+08,3.57e+08,4.57e+08,4.16e+08,3.58e+08,-40,512384,-19632,-.0665747,-.1993774,-.1729891,-.0692097,.0549868,7117.808219,12727.20955,20708.28381,26828.5647,42434.49217,100,40,0,0,0,29200,28060,22075,15502,8428,.0001369,0,0,.0034247,0,0,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,-.0000431,0
"General office clerks","22",-.0001426,0,.0000431,.0012323,0,.0000437,.0003876,-.0003439,1.02e+08,3.87e+08,5.90e+08,5.50e+08,6.49e+08,-40,2.62e+08,-16784,.2226086,.2217825,.3545151,.2170208,.1825221,5990.350877,11932.70795,22668.80318,30451.30059,41400.50459,100,40,0,0,0,17100,32460,26013,18058,15676,.0001369,0,0,.005848,0,0,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,-.0000431,0
"Timber, logging, and forestry workers","31-33",-.0001426,0,.0000431,.0030675,0,7.86e-06,.0001524,-.0001446,1.17e+08,1.45e+08,2.15e+08,2.83e+08,1.92e+08,-40,4.71e+07,-7056,-.1718545,-.2134961,-.1404763,-.137271,-.1374274,5444.186047,11087.64571,17727.7573,23830.00943,32024.62233,100,40,0,0,0,21500,13040,12151,11872,5984,.0001369,0,0,.0046512,0,0,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,-.0000431,0
"Registered nurses","54",-.0001426,0,.0000431,.0206186,0,.0001063,-.0000463,.0001526,1.22e+07,2.76e+07,1.27e+08,3.30e+08,6.64e+08,-40,6.37e+08,7449,.2634706,.0269995,.1844806,.2883984,.4192232,6080,14214.17526,27582.19311,45686.35875,70761.42827,0,40,0,16,0,2000,1940,4614,7214,9389,0,0,.0000124,0,0,.0022179,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,-.0000431,0
"Correspondence and order clerks","51",-.0001426,0,.0000431,.0006061,0,-.000114,.0011552,-.0012692,,8.61e+08,1.66e+09,3.41e+08,1.78e+08,-40,-6.83e+08,-61940,,.476555,.4101418,.1242707,.2765635,,13047.71061,23884.51787,28479.9151,43938.98966,,40,68,16,0,,66000,69398,11967,4060,,.0000611,.0000124,,.0009799,.001337,280495,5.99e+12,4.88e+07,,1.28e+12,2.74e+12,4.59e+12,7.27e+12,,928580,1112210,1287406,1209075,,9.33e+07,1.11e+08,1.24e+08,1.42e+08,-.0000431,-.0000611
"Economists, market researchers, and survey researchers","48-49",-.0001426,0,.0000431,.0215054,0,.0000525,-.0000232,.0000758,1.48e+07,4.74e+07,1.64e+08,1.08e+08,3.62e+08,-40,3.15e+08,3697,.2439393,.4441323,.2466958,.3114989,.2116749,14780,25460.86022,39152.17541,54667.10593,65167.55444,0,40,97,13,0,1000,1860,4196,1973,5557,0,.0000872,.0000101,0,.0231173,.006589,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,-.0000431,-.0000872
"Architects","81",-.0001426,0,.0000431,.08,0,.0000118,-8.09e-07,.0000126,3770000,1.17e+07,9708484,1.49e+07,8.24e+07,-40,7.06e+07,615,.5374879,.0141447,.0686304,.0628142,-.0847083,18850,23427.6,42957.89381,54530.40146,73856.6278,0,40,0,0,0,200,500,226,274,1115,0,0,0,0,0,0,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,-.0000431,0
"Material recording, scheduling, production, planning, and expediting clerks","23",-.0001426,0,.0000431,.005102,0,.0001607,-.0000796,.0002403,3.49e+07,1.22e+08,1.87e+08,6.17e+08,1.08e+09,-40,9.63e+08,11728,.1165501,.1353295,.1188151,.1758174,.315421,9186.842105,15532.00255,27199.58827,38917.45901,55420.34556,0,40,37,0,0,3800,7840,6888,15856,19568,0,.0000333,0,0,.0053717,0,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,-.0000431,-.0000333
"Photographic process workers","51",-.0001426,0,.0000431,.0040404,0,1.84e-06,.0001698,-.000168,4.06e+07,1.20e+08,1.81e+08,1.52e+08,1.31e+08,-40,1.10e+07,-8198,.1257521,-.1129361,-.0463722,.1404117,.4037347,6245.384615,12116.93939,22375.84727,42635.53389,76958.93067,0,40,59,27,0,6500,9900,8106,3570,1702,0,.000053,.000021,0,.0072786,.007563,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,-.0000431,-.000053
"Registered nurses","61",-.0001426,0,.0000431,.0009799,0,.0006128,-.0002023,.0008151,1.98e+08,4.86e+08,1.16e+09,2.21e+09,4.16e+09,-40,3.67e+09,39782,.0589272,-.0228088,-.0067649,-.0651297,-.0189106,6135.403727,11907.67026,23907.59246,35374.56824,51572.29623,0,40,19,107,0,32200,40820,48692,62467,80602,0,.0000171,.0000831,0,.0003902,.0017129,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,-.0000431,-.0000171
"Guards, watchmen, doorkeepers","11",-.0001426,0,.0000431,.0217391,0,8.24e-06,.0000158,-7.56e-06,8620000,2.24e+07,6.92e+07,9.06e+07,7.17e+07,-40,4.94e+07,-369,-.4495581,-.2195865,-.2497858,-.1323445,.1514293,5387.5,12156.57609,19390.92971,32473.3417,48754.72468,0,40,0,0,0,1600,1840,3571,2789,1471,0,0,0,0,0,0,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,-.0000431,0
"Office supervisors","62",-.0001426,0,.0000431,.000744,0,.0012735,-.0014303,.0027038,4.26e+07,6.75e+08,1.24e+09,6.23e+09,8.30e+09,-40,7.63e+09,131956,.3247198,.249964,.2664944,.2222814,.2101409,7106.666667,12553.65513,22025.81597,31181.47,44708.62788,0,40,68,275,0,6000,53760,56443,199696,185716,0,.0000611,.0002136,0,.0012048,.0013771,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,-.0000431,-.0000611
"Receptionists","72",-.0001426,0,.0000431,.0068493,0,.000061,-.0003212,.0003821,1.37e+07,3.50e+07,1.51e+08,2.17e+08,4.00e+08,-40,3.65e+08,18650,-.2208908,-.1637152,-.1350018,-.2001027,-.1549322,2581.132075,5986.335616,10017.46063,13072.34443,16344.94855,0,40,0,0,0,5300,5840,15088,16607,24490,0,0,0,0,0,0,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,-.0000431,0
"Guards, watchmen, doorkeepers","48-49",-.0001426,0,.0000431,.0022371,0,.0000247,.0001419,-.0001172,6.21e+07,2.86e+08,4.82e+08,5.87e+08,4.33e+08,-40,1.48e+08,-5720,-.025358,.0427629,-.0068366,-.0135498,-.1343549,7486.746988,15968.37248,25115.36761,34410.98652,35634.1801,0,40,96,35,0,8300,17880,19194,17058,12160,0,.0000863,.0000272,0,.0050016,.0020518,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,-.0000431,-.0000863
"Mail clerks, outside of post office","42",-.0001426,0,.0000431,.0065359,0,-5.08e-06,.0001012,-.0001062,,5.73e+07,8.35e+07,8.48e+07,2.69e+07,-40,-3.04e+07,-5185,,-.1327714,-.1113419,.000869,-.295373,,9363.267974,14024.98841,22364.87869,28739.35829,,40,0,0,0,,6120,5952,3792,935,,0,0,,0,0,280495,5.99e+12,4.88e+07,,1.28e+12,2.74e+12,4.59e+12,7.27e+12,,928580,1112210,1287406,1209075,,9.33e+07,1.11e+08,1.24e+08,1.42e+08,-.0000431,0
"Managers of properties and real estate","48-49",-.0001426,0,.0000431,.0625,0,.0000335,-.0000152,.0000486,2215000,1.52e+07,4.11e+07,7.36e+07,2.16e+08,-40,2.00e+08,2374,.2110012,.2151384,.2635267,.1269969,.4975584,7383.333333,23781.09375,39263.03343,52216.61844,71563.90179,0,40,0,18,0,300,640,1047,1410,3014,0,0,.000014,0,0,.012766,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,-.0000431,0
"Airplane pilots and navigators","42",-.0001426,0,.0000431,.0416667,0,4.54e-06,.000013,-8.44e-06,3755000,2.54e+07,4.06e+07,4.94e+07,5.26e+07,-40,2.72e+07,-412,.4141753,.3081532,.3392503,.3207735,.4938146,12516.66667,26483.85417,50163.5686,67150.68027,96014.59854,0,40,27,0,0,300,960,809,735,548,0,.0000243,0,0,.0333745,0,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,-.0000431,-.0000243
"Excavating and loading machine operators","11",-.0001426,0,.0000431,.0526316,0,2.88e-06,1.02e-06,1.86e-06,,1.62e+07,3.18e+07,2.28e+07,3.35e+07,-40,1.73e+07,91,,.3707279,.1930182,-.4214951,.4187853,,21295.65789,28146.62688,30795.4912,39325.69918,,40,0,0,0,,760,1131,739,851,,0,0,,0,0,280495,5.99e+12,4.88e+07,,1.28e+12,2.74e+12,4.59e+12,7.27e+12,,928580,1112210,1287406,1209075,,9.33e+07,1.11e+08,1.24e+08,1.42e+08,-.0000431,0
"Freight, stock, and materials handlers","44-45",-.0001426,0,.0000431,.0012731,0,-.0000444,.0005965,-.0006409,1.23e+08,2.71e+08,6.26e+08,2764500,5352000,-40,-2.66e+08,-31279,-.2653039,-.2921399,-.3326057,-.1000324,-.0040311,4650,8629.207511,12366.67879,21103.05344,37957.44681,0,40,0,0,0,26400,31420,50581,131,141,0,0,0,0,0,0,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,-.0000431,0
"Misc food prep workers","61",-.0001426,0,.0000431,.0002774,0,.0000472,.001785,-.0017378,,4.79e+08,6.81e+08,5.05e+08,7.62e+08,-40,2.83e+08,-84812,,-1.05204,-.945412,-.8872746,-.8143472,,3324.47843,6290.918668,10403.74467,12837.24205,,40,0,92,0,,144180,108272,48494,59368,,0,.0000715,,0,.0018971,280495,5.99e+12,4.88e+07,,1.28e+12,2.74e+12,4.59e+12,7.27e+12,,928580,1112210,1287406,1209075,,9.33e+07,1.11e+08,1.24e+08,1.42e+08,-.0000431,0
"Cooks, variously defined","31-33",-.0001426,0,.0000431,.0024752,0,.0000633,.0000478,.0000155,4.93e+07,1.63e+08,3.65e+08,3.13e+08,5.42e+08,-40,3.79e+08,758,-.170851,-.1367147,-.159122,-.1764378,-.0439476,4445.495495,10079.2698,14019.14279,22626.56824,32047.74087,0,40,80,97,0,11100,16160,26053,13818,16918,0,.0000719,.0000753,0,.0030707,.0070198,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,-.0000431,-.0000719
"Forge and hammer operators","31-33",-.0001426,0,.0000431,.003663,0,.0000262,.0001104,-.0000842,8.86e+07,1.77e+08,3.80e+08,4.58e+08,3.34e+08,-40,1.57e+08,-4110,.2002118,.2390491,.2172408,.2090764,.1550774,8358.018868,16244.38645,26153.87774,36338.17866,49102.34949,0,40,0,81,0,10600,10920,14535,12616,6810,0,0,.0000629,0,0,.0064204,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,-.0000431,0
"Biological technicians","11",-.0001426,0,.0000431,.018018,0,.0000358,-.0000558,.0000916,1.35e+07,2.52e+07,8.77e+07,1.40e+08,2.39e+08,-40,2.14e+08,4470,.3081393,-.290891,-.3344452,-.1620404,-.0059561,10380.76923,11360.36036,16591.46358,25289.05566,35783.84753,0,40,0,0,0,1300,2220,5285,5534,6690,0,0,0,0,0,0,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,-.0000431,0
"Photographic process workers","56",-.0001426,0,.0000431,.0014793,0,-.0000385,.0005106,-.0005491,7.93e+07,2.45e+08,4.68e+08,5.63e+07,1.43e+07,-40,-2.31e+08,-26800,.0646977,-.1142077,-.2038421,-.0640796,.3967703,5469.655172,9067.20784,14261.10749,26167.71482,59737.5,0,40,13,0,0,14500,27040,32812,2153,240,0,.0000117,0,0,.0003962,0,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,-.0000431,-.0000117
"Engineering technicians, n.e.c.","61",-.0001426,0,.0000431,.0015326,0,.0002517,-.0007737,.0010254,6.93e+07,2.07e+08,4.66e+08,9.22e+08,1.71e+09,-40,1.51e+09,50042,-.5035952,-.4882078,-.4731446,-.6818604,-.5424059,4226.829268,7939.256705,15183.53314,17107.45148,22520.21631,0,40,36,60,0,16400,26100,30662,53887,76142,0,.0000324,.0000466,0,.0011741,.0011134,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,-.0000431,-.0000324
"Bartenders","71",-.0001426,0,.0000431,.0025189,0,.0001001,-.0002372,.0003373,4.93e+07,1.21e+08,2.43e+08,4.65e+08,7.21e+08,-40,5.99e+08,16462,-.3299051,-.4023368,-.4238615,-.3497345,-.3096871,5188.947368,7627.770781,12315.63028,18211.09157,22278.81485,0,40,53,0,0,9500,15880,19739,25543,32342,0,.0000477,0,0,.002685,0,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,-.0000431,-.0000477
